ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0001439	prior sarscov2 antiviral treatment agent	PCDS:prior_sarscov2_antiviral_treatment_agent	Notes extracted from retired sheet: is about NCBITaxon:2697049 Severe acute respiratory syndrome coronavirus 2	Rhiannon		UPDATE	CanCOGeNCovid19 | PHA4GE	ICE > data entity (is about history (process) is about material entity > PCDS:prior_antiviral_treatment_agent		class	2021-04-24T00:42:14Z	GENEPIO:0102277	prior antiviral treatment agent		A data field which describes the name of the antiviral treatment agent administered during the prior Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.		PCDS: The name of the antiviral treatment agent administered during the prior SARS-CoV-2 infection.	PCDS: Provide the name of the antiviral treatment agent administered during the most recent prior infection. If no treatment was administered, put 'No treatment'. If multiple antiviral agents were administered, list them all separated by commas.	PCDS: Remdesivir	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			prior SARS-CoV-2 antiviral treatment agent slot	prior SARS-CoV-2 antiviral treatment agent		
GENEPIO:0001416	travel history	PCDS:travel_history		Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity (is about history (process) is about travel)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes an individuals travel history in last six months.		PCDS: Travel history in last six months.	PCDS: Specify the countries (and more granular locations if known) travelled in the last six months; can include multiple travels. Separate multiple travel events with a semicolon. Provide as free text.	PCDS: Canada, Vancouver; USA, Seattle; Italy, Milan	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			travel history slot	travel history		
GENEPIO:0100649	travel history availability	PCDS:travel_history_availability		Rhiannon		UPDATE	CanCOGeNCovid19	ICE > data entity (is about history (process) is about travel)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The availability of different types of travel history in the last 6 months.	PCDS: If travel history is available, but the details of travel cannot be provided, indicate this and the type of travel history availble by selecting a value from the picklist. The values in this field can be used to indicate a sample is associated with a travel when the 'purpose of sequencing' is not travel-associated.	PCDS: International travel history available		metadata incomplete						
GENEPIO:0100482	stage of production	PCDS:stage_of_production	Notes extracted from retired sheet: is about FOODON:03530206 food production	Rhiannon		UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW	ICE > data entity (is about material entity is about process)		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		A data field which describes the stage of food production.		PCDS: The stage of food production.	PCDS: Provide the stage of food production as free text.	PCDS: Abattoir [ENVO:01000925]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			stage of production slot	stage_of_production|stage of production		
GENEPIO:0100780	presampling weather conditions	PCDS:presampling_weather_conditions	Notes extracted from retired sheet: wastewater spec	Charlie			GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about material entity is about sample is about history)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the weather conditions prior to collection that may affect the sample.		PCDS: Weather conditions prior to collection that may affect the sample.	PCDS: Provide the weather conditions prior to sample collection.	PCDS: Drizzle	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			presampling weather conditions slot	presampling weather conditions		
GENEPIO:0100779	sampling weather conditions	PCDS:sampling_weather_conditions	Notes extracted from retired sheet: wastewater spec	Charlie			GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about material entity is about sample)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the state of the atmosphere at a given place during sampling.		PCDS: The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc.	PCDS: Provide the weather conditions at the time of sample collection.	PCDS: Rain	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sampling weather conditions slot	sampling weather conditions		
GENEPIO:0101090	residual sample status	PCDS:residual_sample_status					GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW	ICE > data entity (is about material entity)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The status of the residual sample (whether any sample remains after its original use).	PCDS: Residual samples are samples that remain after the sample material was used for its original purpose. Select a residual sample status from the picklist. If sample still exists, select 'Residual sample remaining (some sample left)'.	PCDS: No residual sample (sample all used) [GENEPIO:0101088]		metadata incomplete						
GENEPIO:0100443	animal or plant population	PCDS:animal_or_plant_population	Notes extracted from retired sheet: is about ENVO:01001079 atmospheric weather			UPDATE	GRDI	ICE > data entity (is about organism is about population)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the type of animal or plant population inhabiting an area.		PCDS: The type of animal or plant population inhabiting an area.	PCDS: This field should be used when a sample is taken from an environmental location inhabited by many individuals of a specific type, rather than describing a sample taken from one particular host. If applicable, provide the standardized term and ontology ID for the animal or plant population name. The standardized term can be sourced from this look-up service: https://www.ebi.ac.uk/ols/ontologies/genepio. If not applicable, leave blank.	PCDS: Turkey [NCBITaxon:9103]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	Regarding heat, dryness, sunshine, wind, rain, etc.		weather type slot	weather_type|weather type		
GENEPIO:0001177	sample collection date precision	PCDS:sample_collection_date_precision		Rhiannon		UPDATE	CanCOGeNCovid19 | GRDI | Influenza | Measles | Mpox | NMLPathogenAgnostic | PathogenAgnostic	ICE > data entity (is about precision)		class	2021-04-24T00:42:14Z	GENEPIO:0100632	date field		A data field which describes the precision to which the "sample collection date" was provided.		PCDS: The precision to which the "sample collection date" was provided.	PCDS: Provide the precision of granularity to the 'day', 'month', or 'year' for the date provided in the 'sample collection date' field. The 'sample collection date' will be truncated to the precision specified upon export: 'day' for 'YYYY-MM-DD', 'month' for 'YYYY-MM', or 'year' for 'YYYY'.	PCDS: year	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection date precision slot	sample collection date precision		
GENEPIO:0100580	antiviral therapy	PCDS:antiviral_therapy	Notes extracted from retired sheet: is about NCIT:C16119 Antiviral Therapy			UPDATE	Mpox | MpoxInternational	ICE > data entity (is about process is about details?)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes treatment of viral infections with agents that prevent viral replication in infected cells without impairing the host cell function.		PCDS: Treatment of viral infections with agents that prevent viral replication in infected cells without impairing the host cell function.	PCDS: Provide details of all current antiviral treatment during the current Monkeypox infection period. Consult with the data steward prior to sharing this information.	PCDS: Tecovirimat used to treat current Monkeypox infection; AZT administered for concurrent HIV infection	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			antiviral therapy slot	antiviral therapy		
GENEPIO:0100559	quality control determination	PCDS:quality_control_determination		Charlie		UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about process)		class	2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field		A data field which describes the determination of a quality control assessment.		PCDS: The determination of a quality control assessment.	PCDS: Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	PCDS: sequence failed quality control	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	metadata incomplete			quality control determination field|qc determination field|quality control determination slot|qc determination slot	quality control determination		
GENEPIO:0001504	variant evidence	PCDS:variant_evidence		Rhiannon		UPDATE	CanCOGeNCovid19	ICE > data entity (is about process)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the evidence used to make the variant determination.		PCDS: The evidence used to make the variant determination.	PCDS: Select whether the sample was screened using RT-qPCR or by sequencing from the pick list.	PCDS: RT-qPCR	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			variant evidence slot	variant evidence		
GENEPIO:0100277	sample collected in quarantine	PCDS:sample_collected_in_quarantine	Notes extracted from retired sheet: This is a very specific boolean field which we don't love. Would rather see TRUE/FALSE than YES/NO			UPDATE	PHA4GE	ICE > data entity (is about sample)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes whether the sample was collected from an individual in quarantine.		PCDS: Whether the sample was collected from an individual in quarantine.	PCDS: Whether a sample was collected under quarantine conditions (e.g. self-quarantining, medically isolated, staying at a quarantine hotel) can inform public health measure assessments. Use the picklist provided in the template.	PCDS: Yes [NCIT:C49488]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collected in quarantine slot	sample collected in quarantine		
GENEPIO:0001518	dataharmonizer provenance	PCDS:dataharmonizer_provenance	Notes extracted from retired sheet: is about SEPIO:0000058 provenance	Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about software)		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		A data field which describes the DataHarmonizer software and template version provenance.		PCDS: The DataHarmonizer software and template version provenance.	PCDS: The current software and template version information will be automatically generated in this field after the user utilizes the 'validate' function. This information will be generated regardless as to whether the row is valid of not.	PCDS: DataHarmonizer v1.4.3, AMBR v1.0.0	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			DataHarmonizer provenance slot	DataHarmonizer provenance		
GENEPIO:0001501	lineage clade analysis software name	PCDS:lineage_clade_analysis_software_name		Rhiannon, Charlie		UPDATE	CanCOGeNCovid19 | Measles | MpoxInternational | PHA4GE | WastewaterSARS-CoV-2	ICE > data entity (is about software)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describe the name of the software used to determine the lineage/clade.		PCDS: The name of the software used to determine the lineage/clade.	PCDS: Provide the name of the software used to determine the lineage/clade.	PCDS: EPI2ME	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			lineage/clade analysis software name slot|lineage or clade analysis software name slot|lineage or clade analysis software name field	lineage/clade analysis software name		
GENEPIO:0102049	target taxonomic name	PCDS:target_taxonomic_name_*		Charlie			WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about taxonomy)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	PCDS: The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (i.e., genus, family) when species-level identification is not applicable. Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.	PCDS: Respiratory syncytial virus		metadata incomplete						
GENEPIO:0100648	tophit strain determination	PCDS:tophit_strain_determination				UPDATE	AMBR	ICE > data entity (is about taxonomy)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The strain designation derived from the top hit in search results produced from a sequence similarity comparison.	PCDS: Enter the EZBioCloud strain best-hit.	PCDS: MSHR1132(T)		metadata incomplete						
GENEPIO:0100625	tophit taxon determination	PCDS:tophit_taxon_determination				UPDATE	AMBR	ICE > data entity (is about taxonomy)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The taxon derived from the top hit in search results produced from a sequence similarity comparison.	PCDS: Enter the EZBioCloud taxon best-hit.	PCDS: Staphylococcus argenteus		metadata incomplete						
GENEPIO:0102133	viral clade	PCDS:viral_clade					Measles	ICE > data entity (is about taxonomy)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: A grouping that includes a common ancestor and all the descendants (living and extinct) of that ancestor.	PCDS: Provide the clade of the virus.	PCDS: Measles virus Clade D		metadata incomplete						
GENEPIO:0101111	who oie fao h5 clade	PCDS:who_oie_fao_h5_clade					HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	ICE > data entity (is about taxonomy)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field								metadata incomplete						
GENEPIO:0101073	sample collection end time	PCDS:sample_collection_end_time	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about time)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100764	sample collection time		A data field which describes the time at which sample collection ended.		PCDS: The time at which sample collection ended.	PCDS: Provide this time in ISO 8601 24hr format, in your local time.	PCDS: 19:15 PST	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sample collection end time slot	sample collection end time		
GENEPIO:0101072	sample collection start time	PCDS:sample_collection_start_time	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about time)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100764	sample collection time		A data field which describes the time at which sample collection began.		PCDS: The time at which sample collection began.	PCDS: Provide this time in ISO 8601 24hr format, in your local time.	PCDS: 17:15 PST	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete						
GENEPIO:0100765	sample collection time of day	PCDS:sample_collection_time_of_day	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about time)		class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which details the descriptive time of day during which the sample was collected.		PCDS: The descriptive time of day during which the sample was collected.	PCDS: If known, select a value from the pick list. The time of sample processing matters especially for grab samples, as fecal concentration in wastewater fluctuates over the course of the day.	PCDS: Morning	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete						
GENEPIO:0100321	vaccination history	PCDS:vaccination_history	Notes extracted from retired sheet: is about vaccination history	Rhiannon		UPDATE	CanCOGeNCovid19 | HPAI | HPAIHost | Influenza | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity (is about vaccine)		class	2021-04-24T00:42:14Z	GENEPIO:0100633	host vaccination field		A host data field which describes the description of the vaccines received and the administration dates of a series of vaccinations against a specific disease or a set of diseases.		PCDS: A description of the vaccines received and the administration dates of a series of vaccinations against a specific disease or a set of diseases.	PCDS: Free text description of the dates and vaccines administered against a particular disease/set of diseases. It is also acceptable to concatenate the individual dose information (vaccine name, vaccination date) separated by semicolons.	PCDS: IMVAMUNE (Bavarian Nordic); 2022-06-01	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete						
GENEPIO:0101077	AMR analysis software version	PCDS:amr_analysis_software_version	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	WastewaterAMR	ICE > data entity (is about version)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the version number of the software used to perform an in silico antimicrobial resistance determinant idenrtification or analysis.		PCDS: The version number of the software used to perform an in silico antimicrobial resistance determinant identification/analysis.	PCDS: Provide the version number of the software used for AMR analysis.	PCDS: 6.0.3	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			AMR analysis software version slot	AMR analysis software version		
GENEPIO:0100528	AMR laboratory typing platform version	PCDS:amr_laboratory_typing_platform_version|PCDS:*_laboratory_typing_platform_version	Notes extracted from retired sheet: is about GENEPIO:0100519			UPDATE	B2B2B | GRDI	ICE > data entity (is about version)		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		An antimicrobial resistance (AMR) field which describes the specific name and version of the plate, panel, or other platform used for antibiotic susceptibility testing.		PCDS: The specific name and version of the plate, panel, or other platform used for antibiotic susceptibility testing.	PCDS: Include any additional information about the antimicrobial susceptibility test such as the drug panel details.	PCDS: CMV3AGNF	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR laboratory typing platform version slot|antimicrobial resistance laboratory typing platform version field|antimicrobial resistance laboratory typing platform version slot	AMR laboratory typing platform version|AMR_laboratory_typing_platform_version|antimicrobial resistance laboratory typing platform version		
GENEPIO:0101079	AMR reference database version	PCDS:amr_reference_database_version	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	WastewaterAMR	ICE > data entity (is about version)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the version number of the reference database used to perform an in silico antimicrobial resistance determinant identification or analysis.		PCDS: The version number of the reference database used to perform an in silico antimicrobial resistance determinant identification/analysis.	PCDS: Provide the version number of the reference database used for AMR analysis.	PCDS: 3.2.9	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			AMR reference database version slot	AMR reference database version		
GENEPIO:0100531	AMR testing standard version	PCDS:amr_testing_standard_version|PCDS:*_testing_standard_version	Notes extracted from retired sheet: is about GENEPIO:0002111 antimicrobial resistance testing reference standard version			UPDATE	B2B2B | GRDI	ICE > data entity (is about version)		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		An antimicrobial resistance (AMR) field which describes version number associated with the testing standard used for determination of resistance phenotype. If applicable, include a version number for the testing standard used.		PCDS: The version number associated with the testing standard used for determination of resistance phenotype	PCDS: If applicable, include a version number for the testing standard used.	PCDS: M100	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR testing standard version slot|antimicrobial resistance testing standard version field|antimicrobial resistance testing standard version slot	AMR testing standard version|AMR_testing_standard_version|antimicrobial resistance testing standard version		
GENEPIO:0001469	consensus sequence software version	PCDS:consensus_sequence_software_version		Rhiannon, Charlie		UPDATE	CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterSARS-CoV-2	ICE > data entity (is about version)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the version of the software used to generate the consensus sequence.		PCDS: The version of the software used to generate the consensus sequence.	PCDS: Provide the version of the software used to generate the consensus sequence.	PCDS: 1.3	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			consensus sequence software version slot	consensus sequence software version		
GENEPIO:0001502	lineage clade analysis software version	PCDS:lineage_clade_analysis_software_version		Rhiannon, Charlie		UPDATE	CanCOGeNCovid19 | Measles | MpoxInternational | PHA4GE | WastewaterSARS-CoV-2	ICE > data entity (is about version)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the version of the software used to determine the lineage/clade.		PCDS: The version of the software used to determine the lineage/clade.	PCDS: Provide the version of the software used ot determine the lineage/clade.	PCDS: 1.5.0	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			lineage/clade analysis software version slot|lineage or clade analysis software version slot|lineage or clade analysis software version field	lineage/clade analysis software version		
GENEPIO:0100558	quality control method version	PCDS:quality_control_method_version		Charlie		UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about version)		class	2023-01-23T00:42:19.315Z	GENEPIO:0100661	quality control field		A data field which describes the version number of the method used to assess whether a sequence passed a predetermined quality control threshold.		PCDS: The version number of the method used to assess whether a sequence passed a predetermined quality control threshold.	PCDS: Methods updates can make big differences to their outputs. Provide the version of the method used for quality control. The version can be expressed using whatever convention the developer implements (e.g. date, semantic versioning). If multiple methods were used, record the version numbers in the same order as the method names. Separate the version numbers using a semi-colon.	PCDS: 1.2.3	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-9578-0788	metadata incomplete			quality control method version field|qc method version field|quality control method version slot|qc method version slot	quality control method version		
GENEPIO:0100833	read mapping software version	PCDS:read_mapping_software_version	Notes extracted from retired sheet: wastewater spec	Charlie	Curation in Progress	FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about version)		class	2024-03-02T00:18:58.865Z	GENEPIO:0001681	laboratory sequencing datum		A data field which describes the version of the software used to map sequence reads to a reference genome or set of reference genes.		PCDS: The version of the software used to map sequence reads to a reference genome or set of reference genes.	PCDS: Provide the version number of the read mapping software.	PCDS: 2.5.1	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			read mapping software version slot|read alignment software version field|read alignment software version slot	read mapping software version		
GENEPIO:0100826	sequence assembly software version	PCDS:sequence_assembly_software_version	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about version)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the version of the software used to assemble a sequence.		PCDS: The version of the software used to assemble a sequence.	PCDS: Provide the version of the software used to assemble the sequence.	PCDS: 3.15.5	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			assembly software version			
GENEPIO:0101102	sequencing flow cell version	PCDS:sequencing_flow_cell_version					GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational	ICE > data entity (is about version)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The version number of the flow cell used for generating sequence data.	PCDS: Flow cells can vary in terms of design, chemistry, capacity, etc. The version of the flow cell used to generate sequence data can affect sequence quantity and quality. Record the version of the flow cell used to generate sequence data. Do not include 'version' or 'v' in the version number.	PCDS: R.9.4.1		metadata incomplete						
GENEPIO:0100835	taxonomic reference database version	PCDS:taxonomic_reference_database_version	Notes extracted from retired sheet: wastewater spec	Charlie	Curation in Progress	FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about version)		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	laboratory sequencing datum		A data field which describes the version of the taxonomic reference database used to identify the organism.		PCDS: The version of the taxonomic reference database used to identify the organism.	PCDS: Provide the version number of the taxonomic reference database.	PCDS: 1.3	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			taxonomic reference database version slot	taxonomic reference database version		
GENEPIO:0100690	available data types	PCDS:available_data_types	Had broad match PCDS:public repository information but maybe that was a paste error?	Rhiannon		TRUE	GRDI | HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	ICE > data entity > data collection			2022-06-25T03:32:51.876Z	GENEPIO:0100586	data field		A data field which describes the type of data that is available.		PCDS: The type of data that is available, that may or may not require permission to access.	PCDS: This field provides information about additional data types that are available that may provide context for interpretation of the sequence data. Provide a term from the picklist for additional data types that are available. Additional data types may require special permission to access. Contact the data provider for more information.	PCDS: Total coliform count [GENEPIO:0100729]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	The data may or may not require permission to access.		available data types slot	available_data_types|available data types		
GENEPIO:0100414	border testing test day type field category	PCDS:border_testing_test_day_type_slot_group		Rhiannon		FALSE	CanCOGeNCovid19	ICE > data entity > data collection		class	2024-03-21T01:45:57.696Z	GENEPIO:0001121	data field category		A data field which describes the day a traveller was tested on or after arrival at their point of entry.		PCDS: The day a traveller was tested on or after arrival at their point of entry.	PCDS: Select the test day.	PCDS: day 1	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			border testing test day type slot	PCDS:Environmental conditions and measurements|border testing test day type		
GENEPIO:0100620	cellular respiration type field category	PCDS:cellular_respiration_type_slot_group		Rhiannon		TRUE	AMBR	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category				PCDS: An isolate datum specifying the type of cellular respiration process used by the organism.	PCDS: Select the respiration type from the pick list.	PCDS: Aerobic respiration	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			strain and isolation information slot category	PCDS:strain and isolation information		
GENEPIO:0001516	contributor acknowledgement field category	PCDS:contributor_acknowledgement_slot_group		Rhiannon		TRUE	AMBR | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE	ICE > data entity > data collection		class	2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to contributor acknowledgement information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			lineage and variant information slot category	PCDS:lineage and variant information		
GENEPIO:0001122	database identifiers field category	PCDS:database_identifiers_slot_group		Rhiannon		TRUE	AMBR | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to database identifier fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			database identifiers slot category	PCDS:database identifiers		
GENEPIO:0001409	host exposure information field category	PCDS:host_exposure_information_slot_group		Rhiannon		TRUE	GRDI | Influenza | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity > data collection			2021-04-24T00:42:14Z	GENEPIO:0001121	data field category		A data field category which refers to host exposure information fields.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host exposure information slot category	PCDS:host exposure information		
