Ontology ID	label	alternative label	Issues / Notes	CURRENT CURATOR (TEMP)		Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	Equivalence axiom	definition	definition source	alt definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0100057	subject age at time of specimen collection bin (80 - 89)	80 - 89	These terms will probably remain in GENEPIO	Rhiannon		TRUE		ICE > data item > measurement > temporal measurement > duration > age measurement datum > age since birth measurement > subject age > subject age at time of specimen collection > subject age at time of specimen collection bin		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100060	subject age at time of specimen collection bin		An age group that stratifies the age of a case to be between 80 to 89 years old (inclusive).					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	ready for release						
GENEPIO:0100058	subject age at time of specimen collection bin (90 - 99)	90 - 99	These terms will probably remain in GENEPIO	Rhiannon		TRUE		ICE > data item > measurement > temporal measurement > duration > age measurement datum > age since birth measurement > subject age > subject age at time of specimen collection > subject age at time of specimen collection bin		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100060	subject age at time of specimen collection bin		An age group that stratifies the age of a case to be between 90 to 99 years old (inclusive).					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	ready for release						
GENEPIO:0100059	subject age at time of specimen collection bin (100+)	100+	These terms will probably remain in GENEPIO	Rhiannon		TRUE		ICE > data item > measurement > temporal measurement > duration > age measurement datum > age since birth measurement > subject age > subject age at time of specimen collection > subject age at time of specimen collection bin		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100060	subject age at time of specimen collection bin		An age group that stratifies the age of a case to be greater than or equal to 100 years old.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	ready for release						
GENEPIO:0100061	inability to arouse	Inability to arouse (inability to stay awake)		Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		Inability to arouse in response to one or more external stimuli.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		inability to stay awake			
GENEPIO:0100062	cyanotic face	Cyanotic face (bluish face)		Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		Persistent blue discoloration of the lips.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		bluish face			
GENEPIO:0100063	central cyanosis			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		Generalized bluish discoloration of the body and the visible mucous membranes, which occurs due to inadequate oxygenation secondary to conditions that lead to an increase in deoxygenated hemoglobin or presence of abnormal hemoglobin.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100064	cyanotic lips	Cyanotic lips (bluish lips)		Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		Persistent blue discoloration of the lips.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		bluish lips			
GENEPIO:0100065	peripheral cyanosis			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		Bluish discoloration of the distal extremities (hands, fingertips, toes), and can sometimes involve circumoral and periorbital areas. Mucous membranes are generally not involved.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100066	fever (>=38°C)			Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		Fever that exceeds 38 degrees centigrade.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		fever (>=100.4°F)			
GENEPIO:0100067	ground glass opacities	Ground Glass Opacities (GGO)		Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		Focal or diffuse areas of ill-defined, hazy, increased lung attenuation, which cause pulmonary vascular indistinctness, yet through which vessels can still be identified via high-resolution computed tomography or the conventional radiograph.	PMID: 12465687				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		GGO			
GENEPIO:0100068	silent hypoxemia	Silent hypoxemia		Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		Abnormally low blood oxygen level without the presence of dyspnea/dyspnoea.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7397783/				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100069	otitis	Otitis	Could be a datum that "is about" otitis rather than deprecating it for "otitis".	Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity		Class	2022-01-19T18:23:15.862Z	DOID:7	disease of anatomical entity		Inflammation of infection of the ear.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100070	pharyngeal exudate	Pharyngeal exudate		Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		Fluid exuded from the pharynx posterior wall.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100072	pseudo-chilblains on fingers	Pseudo-chilblains on fingers (covid fingers)		Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity		Class	2022-01-19T18:23:15.862Z	DOID:7	disease of anatomical entity		Inflammatory chilblain-like nodules on the hands and/or fingers.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		covid fingers			
GENEPIO:0100073	pseudo-chilblains on toes	Pseudo-chilblains on toes (covid toes)		Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity		Class	2022-01-19T18:23:15.862Z	DOID:7	disease of anatomical entity		Inflammatory chilblain-like nodules on the feet and/or toes.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		covid toes			
GENEPIO:0100074	cardiac injury		Replace with http://purl.obolibrary.org/obo/NCIT_C45430 These are "members of" not information bits. Each data item will reference an actual class not as a parent but some other relation. This is true of many things in GENEPIO.	Rhiannon		TRUE		characteristic > disposition		Class	2022-01-19T18:23:15.862Z	BFO:0000016	disposition		Trauma to the cardiac muscle or valves.	https://www.ebi.ac.uk/ols/ontologies/ncit/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C45430				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100075	chronic cough			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > respiratory system disease > lower respiratory tract disease > lung disease		Class	2022-01-19T18:23:15.862Z	DOID:850	lung disease		A reflex action of the respiratory tract that is used to clear the upper airways, lasting for more than 8 weeks					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100076	chronic gastrointestinal disease			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > gastrointestinal system disease		Class	2022-01-19T18:23:15.862Z	DOID:77	gastrointestinal system disease		A persistent disease that affects the gastrointestinal tract.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100077	postpartum (≤6 weeks)			Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		The period of time less than or equal to six weeks after labor and delivery.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100078	drug abuse		Could make MONDO NTR under "substance abuse" MONDO:0002491, or just use the NCIT version NCIT:C16522. Might be worth making these new terms obsolete for the parent term or something similar.	Rhiannon		TRUE		data item > behavioural risk factor > drug abuse status		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001088	drug abuse status		The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100079	injection drug abuse			Rhiannon		TRUE		data item > behavioural risk factor > drug abuse status		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001088|GENEPIO:0001089	drug abuse status|injection drug use status		The use of an injection drug for a reason other than which it was intended or in a manner or in quantities other than directed.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100080	cardiac transplant			Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		An individual who is receiving or has received a transplant of a heart.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100081	liver transplant		Could use "liver transplantation" http://purl.obolibrary.org/obo/NCIT_C15271, but that breaks pattern with the other transplant terms that are possessive e.g. "kidney transplant recipient" NCIT:C157332.	Rhiannon		TRUE		data item > organism datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001170	organism datum		An individual who is receiving or has received a transplant of a liver.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100293	variant designation (SARS-CoV-2)		GENO or SO might be better. Consider: GENO:0000033	Rhiannon		TRUE		data item > personal health datum > patient as host datum > infection detail datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001664	infection detail datum		An infection detail datum which is used for classifying a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), determined by the risk it poses based on available scientific evidence.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion						
GENEPIO:0100082	variant of concern (SARS-CoV-2)	Variant of Concern (VOC)	PHA4GE definition in "comment" as "definition" will contain the ontology definition (OBO style) since this term doesn't intend to be deprecated.	Rhiannon		TRUE		data item > personal health datum > patient as host datum > infection detail datum > variant designation (SARS-CoV-2)		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100293	variant designation (SARS-CoV-2)		A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) believed to have genetic mutations that increase binding affinity to human cells, 3) linked to rapid spread in human populations, and 4) is being monitored.			PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations believed to increase binding affinity to human cells and linked to rapid spread in human populations is being monitored.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion			VOC|VoC|			
GENEPIO:0100083	variant of interest (SARS-CoV-2)	Variant of Interest (VOI)	PHA4GE definition in "comment" as "definition" will contain the ontology definition (OBO style) since this term doesn't intend to be deprecated.	Rhiannon		TRUE		data item > personal health datum > patient as host datum > infection detail datum > variant designation (SARS-CoV-2)		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100293	variant designation (SARS-CoV-2)		A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) demonstrated to have genetic mutations that increase binding affinity to human cells, 3) linked to rapid spread in human populations, and 4) is under surveillance.			PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations demonstrated to increase binding affinity to human cells and linked to rapid spread in human populations is under surveillance.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion			VOI			
GENEPIO:0100279	variant under monitoring (SARS-CoV-2)	Variant Under Monitoring (VUM)	PHA4GE definition in "comment" as "definition" will contain the ontology definition (OBO style) since this term doesn't intend to be deprecated.	Rhiannon		TRUE		data item > personal health datum > patient as host datum > infection detail datum > variant designation (SARS-CoV-2)		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100293	variant designation (SARS-CoV-2)		A variant designation which is 1) a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), 2) containing genetic mutates that may increase binding affinity to human cells, 3) linked to rapid spread in human populations, 4) is being monitored, and 5) denoted as a lower risk than a Variant of Interest (VOI).			PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations that may increase binding affinity to human cells and linked to rapid spread in human populations is being monitored. This category denotes less risk than a Variant of Interest (VOI).		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion			VUM|Variant Being Monitored|VBM			
GENEPIO:0100084	tachyarrhythmia			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease > heart disease		Class	2022-01-19T18:23:15.862Z	DOID:114	heart disease		A disorder characterized by an arrhythmia with an above normal rate.	https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.09d&ns=ncit&code=C110938&key=n2078840696&b=1&n=null				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100085	noncardiogenic pulmonary edema			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease > heart disease		Class	2022-01-19T18:23:15.862Z	DOID:114	heart disease		A disease process that results in acute hypoxia secondary to a rapid deterioration in respiratory status.Increased capillary permeability and changes in pressure gradients within the pulmonary capillaries and vasculature are mechanisms for which noncardiogenic pulmonary edema occurs. To differentiate from cardiogenic pulmonary edema, pulmonary capillary wedge pressure is not elevated and remains less than 18 mmHg.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100086	neurogenic pulmonary edema			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > respiratory system disease > lower respiratory tract disease > lung disease		Class	2022-01-19T18:23:15.862Z	DOID:850	lung disease		A clinical syndrome characterized by the acute onset of pulmonary edema following a significant central nervous system (CNS) insult.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		NPE			
GENEPIO:0100088	fulminant myocarditis			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease > heart disease		Class	2022-01-19T18:23:15.862Z	DOID:114	heart disease		An acute form of myocarditis, whose main characteristic is a rapidly progressive clinical course with the need for hemodynamic support.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100089	complete Kawasaki disease			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease > heart disease		Class	2022-01-19T18:23:15.862Z	DOID:114	heart disease		A diagnosis of Kawasaki disease (KD) based on the fulfillment of a set of clinical signs including fever of five or more days' duration with at least four of the following five signs: (i) bilateral conjunctival injection, (ii) cervical lymphadenopathy, (iii) polymorphous skin rash, (iv) changes in the lips or oral mucosa, and (v) changes of the distal extremities.Usual laboratory findings in KD patients include elevated erythrocyte sedimentation rate and C-reactive protein, hypoalbuminemeia, elevated serum hepatic transaminases and leukocytosis with thrombocytosis noted later in the course of the illness.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		complete Kawasaki syndrome			
GENEPIO:0100090	incomplete Kawasaki disease			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease > heart disease		Class	2022-01-19T18:23:15.862Z	DOID:114	heart disease		A diagnosis of Kawasaki disease (KD) when patients fail to meet “classic” clinical features but have laboratory findings usually associated with KD and no reasonable alternate diagnosis, they are said to have incomplete or atypical KD.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		incomplete Kawasaki syndrome			
GENEPIO:0100091	acute liver injury			Rhiannon		TRUE		characteristic > disposition		Class	2022-01-19T18:23:15.862Z	BFO:0000016	disposition		A condition of liver damage that is characterized by coagulopathy with no signs of encephalopathy.	https://doi.org/10.1016/j.aohep.2018.11.009				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100092	ventilation induced lung injury			Rhiannon		TRUE		characteristic > disposition		Class	2022-01-19T18:23:15.862Z	BFO:0000016	disposition		A lung injury that results from mechanical stress and strain that occur during tidal ventilation in the susceptible lung.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.		VILI			
GENEPIO:0100093	muscle injury			Rhiannon		TRUE		characteristic > disposition		Class	2022-01-19T18:23:15.862Z	BFO:0000016	disposition		An injury in muscle tissue caused by bruising, spraining or laceration.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100094	organ failure			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity		Class	2022-01-19T18:23:15.862Z	DOID:7	disease of anatomical entity		An organ dysfunction to such a degree that normal homeostasis cannot be maintained without external clinical intervention.	https://en.wikipedia.org/wiki/Organ_dysfunction				https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100095	secondary staph infection			Rhiannon		TRUE		characteristic > disposition > disease > disease by infectious agent > bacterial infectious disease		Class	2022-01-19T18:23:15.862Z	DOID:104	bacterial infectious disease		A infection caused by staphylococcus bacteria, bearing the secondary infection role			If a secondary staphylococcus infection was identified during or after treatment of the primary infection.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100096	secondary strep infection			Rhiannon		TRUE		characteristic > disposition > disease > disease by infectious agent > bacterial infectious disease		Class	2022-01-19T18:23:15.862Z	DOID:104	bacterial infectious disease		A infection caused by streptococcal bacteria, bearing the secondary infection role			If a secondary streptococcal infection was identified during or after treatment of the primary infection.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100097	hyperinflammatory shock			Rhiannon		TRUE		characteristic > disposition		Class	2022-01-19T18:23:15.862Z	BFO:0000016	disposition		A systemtic inflammatory response to infectious and/or non-fectious etiologies, resulting in life-threatening, generalized form of acute circulatory failure associated with inadequate oxygen utilization by the cells.			Descriptive of both infectious and non-infectious etiologies.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100098	refractory cardiogenic shock			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		A persistent form of cardiogenic shock that presents as persistent tissue hyoperfusion despite administration of adequote doses of vasoactive medications and treatmenft of the underlying aetiology.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100099	refractory cardiogenic plus vasoplegic shock			Rhiannon		TRUE		characteristic > disposition > disease > disease of anatomical entity > cardiovascular system disease		Class	2022-01-19T18:23:15.862Z	DOID:1287	cardiovascular system disease		A persistent form of cardiogenic shock that presents simultaneously with vasoplegic shock.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100298	vaccination status			Rhiannon		TRUE		ICE > data item > personal health datum > patient as host datum		Class	2022-01-19T18:23:15.862Z	GENEPIO:0001222	patient as host datum		A patient as host datum which indicates the vaccination status of the patient.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion						
GENEPIO:0100100	fully vaccinated		PHA4GE definition tweeked to align more with an ontology definition since "comment" was already occupied and thus couldn't be used (in ROBOT) to list the alt definition.	Rhiannon		TRUE		ICE > data item > personal health datum > patient as host datum > vaccination status		Class	2022-01-19T18:23:15.862Z	GENEPIO:0100298	vaccination status		A vaccination status in which an individual has completed a full series of an authorized vaccine according to the regional health institutional guidance.			PHA4GE Definition: A category used for indicating that a variant of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) containing genetic mutations demonstrated to increase binding affinity to human cells and linked to rapid spread in human populations is under surveillance.		https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165	requires discussion						
